floor,garage,m2,price,rooms,target,zone,prob
Entreplanta,0,96,295000,5,0,El Raval,0.212
3ª,0,64,237000,2,0,El Raval,0.19
2ª,0,106,1000000,2,0,El Gòtic,0.088
3ª,0,102,500000,3,0,El Raval,0.162
4ª,0,88,450000,2,0,Sant Pere,0.35
3ª,0,85,350000,1,0,El Raval,0.136
5ª,0,77,340000,2,0,La Barceloneta,0.278
Casa,0,82,479999,2,0,El Gòtic,0.258
Casa,0,90,475000,2,0,El Gòtic,0.228
5ª,0,127,630000,5,0,El Gòtic,0.318
Bajo,0,31,185000,2,0,La Barceloneta,0.472
3ª,0,76,255000,3,0,El Raval,0.562
3ª,0,56,230000,3,1,El Raval,0.724
1ª,0,58,290000,2,0,El Raval,0.17
1ª,0,77,520000,1,0,El Gòtic,0.378
3ª,0,158,721000,4,0,El Gòtic,0.062
3ª,0,70,490000,2,0,La Barceloneta,0.152
2ª,0,119,395000,4,0,El Gòtic,0.31
2ª,0,77,550000,3,0,El Gòtic,0.264
2ª,0,101,330000,3,1,La Barceloneta,0.828
3ª,0,158,721000,4,0,El Gòtic,0.062
1ª,0,117,545000,3,0,El Raval,0.188
4ª,0,55,185000,1,0,El Raval,0.426
4ª,0,98,299000,3,1,El Gòtic,0.866
2ª,0,102,1000000,2,0,El Raval,0.122
5ª,0,98,360000,4,1,Sant Antoni,0.522
1ª,0,103,360000,4,0,El Fort Pienc,0.63
3ª,0,92,360000,4,0,Nova Esquerra de l'Eixample,0.472
1ª,0,58,360000,3,0,El Fort Pienc,0.446
5ª,0,100,360000,3,0,La Sagrada Família,0.534
4ª,0,76,362000,2,0,El Fort Pienc,0.054
4ª,0,76,362000,2,0,El Fort Pienc,0.054
4ª,0,76,362000,2,0,El Fort Pienc,0.054
4ª,0,76,362000,2,0,El Fort Pienc,0.054
4ª,0,76,362000,2,0,El Fort Pienc,0.054
4ª,0,76,362000,2,0,El Fort Pienc,0.054
Casa,0,76,362000,2,0,El Fort Pienc,0.298
4ª,0,76,362000,2,0,El Fort Pienc,0.054
Entreplanta,0,75,364000,3,0,Nova Esquerra de l'Eixample,0.35
5ª,0,103,629000,3,0,Nova Esquerra de l'Eixample,0.122
2ª,0,82,409000,2,0,Nova Esquerra de l'Eixample,0.234
Casa,0,90,450000,3,0,Nova Esquerra de l'Eixample,0.23
1ª,0,122,530000,4,0,Dreta de l'Eixample,0.226
4ª,0,100,640000,3,1,Dreta de l'Eixample,0.732
1ª,0,135,725000,3,0,Antiga Esquerra de l'Eixample,0.348
7ª,0,78,430000,3,0,El Fort Pienc,0.076
1ª,0,122,530000,4,0,Dreta de l'Eixample,0.226
7ª,0,78,430000,3,0,El Fort Pienc,0.076
1ª,0,122,530000,4,0,Dreta de l'Eixample,0.226
1ª,0,122,530000,4,0,Dreta de l'Eixample,0.226
3ª,0,125,480000,4,0,Sant Antoni,0.272
4ª,0,90,580000,3,0,Nova Esquerra de l'Eixample,0.09
2ª,1,138,560000,4,0,La Sagrada Família,0.688
3ª,0,115,410000,4,0,Dreta de l'Eixample,0.368
Entreplanta,0,75,584000,2,0,Dreta de l'Eixample,0.186
1ª,0,85,430000,3,0,Nova Esquerra de l'Eixample,0.12
1ª,0,110,485000,2,0,La Sagrada Família,0.282
Atico,0,98,420000,4,0,Nova Esquerra de l'Eixample,0.604
4ª,0,191,890000,8,0,El Raval,0.194
3ª,0,128,720000,3,0,La Barceloneta,0.034
2ª,0,60,220000,2,0,El Gòtic,0.216
1ª,0,110,410000,3,0,El Raval,0.114
3ª,0,128,720000,3,0,La Barceloneta,0.034
1ª,1,96,310000,4,0,El Gòtic,0.54
4ª,0,76,315000,2,0,El Raval,0.438
3ª,0,52,199000,1,1,El Raval,0.674
3ª,0,10,980000,1,0,El Raval,0.096
1ª,0,238,1530000,4,0,Sant Pere,0.082
5ª,0,71,360000,3,0,El Raval,0.176
3ª,0,88,250000,4,0,El Raval,0.554
2ª,0,113,355000,3,1,El Raval,0.914
Casa,0,98,650000,3,0,Sant Pere,0.212
1ª,0,84,228900,3,0,El Raval,0.54
1ª,0,50,241000,1,0,El Raval,0.228
2ª,0,140,550000,4,0,El Gòtic,0.328
4ª,0,80,295000,3,0,La Barceloneta,0.304
4ª,0,110,795000,3,0,El Gòtic,0.272
2ª,0,20,115000,3,0,El Gòtic,0.302
1ª,0,72,240000,3,0,El Raval,0.334
2ª,0,79,335000,2,0,Sant Pere,0.29
1ª,0,77,265000,2,1,El Gòtic,0.824
Entreplanta,0,63,299000,3,0,La Barceloneta,0.4
2ª,0,44,375000,1,0,El Gòtic,0.328
Casa,0,87,239000,3,0,El Raval,0.482
1ª,0,72,250000,3,0,El Raval,0.47
4ª,0,85,299000,2,0,El Raval,0.522
Casa,0,183,920000,4,0,El Gòtic,0.204
5ª,0,120,510000,2,0,El Raval,0.21
1ª,0,106,250000,4,0,El Poble Sec,0.372
4ª,0,80,250000,3,0,El Poble Sec,0.352
1ª,0,79,390000,2,0,El Poble Sec,0.302
2ª,0,89,184000,4,0,Sants,0.55
3ª,0,72,260000,3,0,El Poble Sec,0.288
2ª,1,138,618000,5,0,El Poble Sec,0.21
5ª,1,91,315000,4,0,Sants,0.42
4ª,0,66,220000,1,0,Sants,0.042
Entreplanta,1,86,309000,3,0,Sants,0.458
Atico,0,55,279000,2,0,Sants,0.284
2ª,0,90,308000,3,1,Sants,0.386
5ª,0,75,320000,3,0,El Poble Sec,0.354
1ª,0,65,210000,3,0,Sants,0.348
2ª,0,70,285000,3,0,El Poble Sec,0.538
Bajo,0,87,298000,2,0,El Poble Sec,0.41
1ª,0,76,260000,3,1,Sants,0.784
Atico,0,110,450000,4,0,Sants,0.812
Entreplanta,0,98,360000,2,0,El Poble Sec,0.532
1ª,0,80,319000,3,0,Sants,0.354
1ª,0,80,280000,4,0,Sants,0.414
Bajo,0,121,299000,3,0,El Poble Sec,0.318
7ª,1,200,849000,4,0,El Poble Sec,0.296
2ª,0,66,257000,2,1,El Poble Sec,0.89
2ª,0,90,375000,3,1,Sants,0.796
2ª,0,63,226000,3,1,El Poble Sec,0.778
6ª,0,54,285000,2,0,El Poble Sec,0.254
4ª,0,66,220000,1,0,Sants,0.042
4ª,0,66,220000,1,0,Sants,0.042
6ª,0,54,285000,2,0,El Poble Sec,0.254
6ª,0,120,480000,3,0,El Poble Sec,0.08
3ª,0,79,199000,3,0,El Clot,0.318
Casa,0,95,499000,3,1,El Poblenou,0.756
6ª,0,110,550000,2,0,El Poblenou,0.178
Atico,1,84,499000,3,1,Diagonal Mar,0.86
3ª,0,90,700000,4,0,Diagonal Mar,0.228
5ª,0,66,260000,2,1,Camp de l'Arpa,0.926
7ª,0,67,258000,3,0,El Poblenou,0.426
7ª,0,82,349000,3,0,Camp de l'Arpa,0.446
2ª,0,63,259000,2,1,El Clot,0.774
Atico,0,57,208000,3,0,El Poblenou,0.274
1ª,0,65,141000,3,0,El Clot,0.534
1ª,0,92,195000,3,0,El Poblenou,0.644
Casa,1,69,495000,2,0,El Poblenou,0.116
Entreplanta,0,81,280000,1,0,El Poblenou,0.452
Bajo,0,114,550000,3,0,Diagonal Mar,0.03
2ª,0,65,480000,2,0,Diagonal Mar,0.05
Casa,0,66,321000,2,0,El Poblenou,0.422
Casa,0,79,388000,2,0,El Poblenou,0.24
1ª,0,62,280000,3,0,El Poblenou,0.556
1ª,0,80,218000,3,1,El Clot,0.878
1ª,0,60,280000,3,0,El Poblenou,0.438
3ª,0,79,245000,3,0,El Clot,0.306
3ª,0,88,265000,3,0,El Clot,0.484
1ª,0,111,370000,3,0,El Poblenou,0.534
3ª,0,75,290000,4,0,El Poblenou,0.35
1ª,0,52,270000,3,0,El Poblenou,0.394
4ª,0,81,390000,2,0,El Poblenou,0.518
1ª,0,163,1100000,4,0,El Poblenou,0.214
3ª,0,66,260000,2,1,Camp de l'Arpa,1
2ª,1,77,550000,1,0,El Poblenou,0.164
1ª,0,96,335000,4,0,El Clot,0.266
Atico,1,86,505000,3,0,El Poblenou,0.644
Casa,0,110,370000,3,1,El Poblenou,0.776
7ª,0,126,744000,3,1,Camp de l'Arpa,1
4ª,1,90,924000,3,1,Diagonal Mar,0.748
1ª,0,134,564000,3,0,El Poblenou,0.314
3ª,0,50,126000,2,0,El Clot,0.53
Casa,0,175,1550000,4,0,Diagonal Mar,0.132
1ª,0,90,210000,3,0,El Poblenou,0.722
Bajo,0,72,235000,2,0,El Poblenou,0.456
3ª,0,65,259000,2,0,El Clot,0.444
2ª,0,60,402000,2,0,El Poblenou,0.216
2ª,0,88,259000,3,0,El Clot,0.452
1ª,0,87,200000,3,1,El Poblenou,0.794
6ª,0,107,479000,3,0,El Clot,0.156
6ª,0,104,365000,3,0,El Clot,0.458
3ª,0,66,480000,2,0,Diagonal Mar,0.104
Bajo,0,85,335000,3,1,El Poblenou,0.796
1ª,0,75,360000,2,0,El Poblenou,0.126
3ª,0,60,215000,4,0,Camp de l'Arpa,0.368
Casa,1,187,1200000,3,0,Diagonal Mar,0.074
5ª,1,102,590000,3,0,Diagonal Mar,0.336
Casa,0,122,740000,3,0,El Poblenou,0.176
Bajo,0,121,495000,4,0,El Poblenou,0.354
3ª,0,60,209000,2,0,El Clot,0.378
1ª,0,95,320000,4,0,El Clot,0.604
3ª,0,81,470000,2,0,Camp de l'Arpa,0.478
3ª,0,66,270000,2,0,Camp de l'Arpa,0.772
2ª,0,75,350000,3,0,El Poblenou,0.216
Bajo,0,62,325000,2,0,El Clot,0.324
4ª,1,128,910000,4,0,Sant Gervasi,0.26
1ª,0,180,725000,3,1,El Putxet,0.868
3ª,0,120,730000,3,0,Sant Gervasi,0.304
1ª,1,219,795000,5,0,El Putxet,0.326
1ª,1,150,777225,4,0,Sant Gervasi,0.33
1ª,0,165,2100000,3,0,Sant Gervasi,0.05
4ª,0,170,790000,5,0,Sant Gervasi,0.272
Casa,0,450,2600000,6,1,Sarrià,0.652
1ª,1,193,995000,5,0,Sant Gervasi,0.258
3ª,0,125,475000,4,1,Sant Gervasi,0.892
Bajo,0,38,150000,3,0,El Putxet,0.474
Bajo,0,53,295000,3,0,Sant Gervasi,0.24
2ª,0,110,475000,4,1,Sant Gervasi,0.846
1ª,1,160,850000,3,0,El Putxet,0.474
3ª,0,96,984000,2,0,Sarrià,0.138
Entreplanta,0,40,219000,1,0,El Putxet,0.372
2ª,0,100,530000,4,1,El Putxet,0.738
Casa,1,639,4330000,6,0,Sant Gervasi,0.212
5ª,1,235,1250000,5,0,Sant Gervasi,0.068
2ª,0,143,1325000,4,0,Sant Gervasi,0.196
Casa,1,982,5800000,5,0,Sant Gervasi,0.154
Casa,1,601,1099000,6,1,Sarrià,0.692
1ª,0,64,420000,1,0,Sarrià,0.272
Casa,1,285,1790000,5,0,Sant Gervasi,0.224
7ª,0,110,595000,4,0,El Putxet,0.344
Bajo,0,70,335000,2,0,Sant Gervasi,0.452
6ª,0,180,1090000,3,0,Sant Gervasi,0.356
6ª,0,110,600000,4,0,Sant Gervasi,0.712
2ª,1,95,740000,1,0,El Putxet,0.182
1ª,0,195,1190000,4,0,Sant Gervasi,0.276
1ª,0,145,645000,4,0,Sant Gervasi,0.418
4ª,0,200,1100000,4,0,Sant Gervasi,0.328
Casa,0,211,1550000,3,0,Sant Gervasi,0.02
1ª,1,85,630000,2,0,Sant Gervasi,0.512
7ª,1,220,1200000,4,0,Sant Gervasi,0.144
1ª,0,160,780000,4,0,Sant Gervasi,0.45
1ª,1,128,899000,3,0,El Putxet,0.328
2ª,1,126,1126595,3,0,El Putxet,0.192
2ª,1,129,858270,3,0,El Putxet,0.198
1ª,1,127,817050,3,0,El Putxet,0.366
Casa,0,129,995000,3,0,Sant Gervasi,0.198
Casa,1,300,1000000,3,1,Sarrià,0.674
1ª,0,120,800000,3,0,Sant Gervasi,0.386
5ª,1,150,748000,4,0,Sant Gervasi,0.458
3ª,0,193,975000,4,0,Sant Gervasi,0.698
1ª,1,492,4000000,6,0,Sant Gervasi,0.192
2ª,1,90,495000,3,0,Sant Gervasi,0.384
2ª,1,60,495000,1,0,Sarrià,0.224
4ª,0,118,750000,3,0,Sant Gervasi,0.158
5ª,0,91,545000,2,0,Sant Gervasi,0.538
Casa,0,120,950000,2,0,Sant Gervasi,0.118
Casa,0,75,385000,3,1,Sant Gervasi,0.364
Bajo,0,55,265000,2,0,El Putxet,0.312
5ª,0,169,1100000,4,0,Sant Gervasi,0.334
2ª,1,300,1650000,7,0,Sant Gervasi,0.426
6ª,0,70,390000,2,0,Sant Gervasi,0.442
1ª,1,267,1300000,6,0,El Putxet,0.164
Bajo,0,150,675000,3,1,Sant Gervasi,0.812
3ª,0,115,630000,3,1,Sant Gervasi,0.894
Atico,0,81,735000,1,0,Dreta de l'Eixample,0.156
Casa,0,195,730000,6,0,Antiga Esquerra de l'Eixample,0.57
3ª,1,110,729000,3,0,Dreta de l'Eixample,0.082
2ª,0,150,725000,5,0,Antiga Esquerra de l'Eixample,0.266
2ª,0,104,725000,4,0,La Sagrada Família,0.296
Atico,0,164,725000,4,1,Nova Esquerra de l'Eixample,0.886
4ª,0,133,725000,3,0,Antiga Esquerra de l'Eixample,0.31
Atico,0,164,725000,4,1,Nova Esquerra de l'Eixample,0.886
2ª,0,158,725000,4,0,Nova Esquerra de l'Eixample,0.366
2ª,0,156,725000,5,0,Antiga Esquerra de l'Eixample,0.244
2ª,1,133,725000,3,0,Antiga Esquerra de l'Eixample,0.192
4ª,0,115,725000,4,0,Antiga Esquerra de l'Eixample,0.326
2ª,1,133,725000,3,0,Antiga Esquerra de l'Eixample,0.192
1ª,0,133,725000,3,0,Antiga Esquerra de l'Eixample,0.374
1ª,1,126,725000,3,0,Antiga Esquerra de l'Eixample,0.338
6ª,0,136,724500,5,0,Dreta de l'Eixample,0.126
6ª,0,136,724500,5,0,Dreta de l'Eixample,0.126
6ª,0,136,724500,5,0,Dreta de l'Eixample,0.126
6ª,0,136,724500,5,0,Dreta de l'Eixample,0.126
7ª,0,90,369000,4,0,La Sagrada Família,0.33
7ª,0,56,369000,2,0,Sant Antoni,0.352
1ª,0,91,369000,4,1,Sant Antoni,0.804
3ª,0,81,369000,3,0,La Sagrada Família,0.588
4ª,0,67,369000,1,0,Sant Antoni,0.282
2ª,0,90,370000,3,1,El Fort Pienc,0.874
5ª,0,105,370000,3,0,Sant Antoni,0.392
7ª,0,90,370000,3,1,El Fort Pienc,0.99
2ª,0,97,370000,4,0,La Sagrada Família,0.32
2ª,0,100,370000,4,0,Sant Antoni,0.388
2ª,0,87,370000,3,0,Nova Esquerra de l'Eixample,0.254
2ª,0,87,370000,3,0,Nova Esquerra de l'Eixample,0.254
7ª,0,90,370000,3,1,El Fort Pienc,0.99
7ª,0,84,370000,3,1,El Fort Pienc,0.904
7ª,0,90,370000,3,1,El Fort Pienc,0.99
6ª,0,90,370000,3,1,El Fort Pienc,0.994
2ª,0,87,370000,3,0,Nova Esquerra de l'Eixample,0.254
3ª,0,98,370000,3,0,El Fort Pienc,0.69
6ª,0,90,370000,3,1,El Fort Pienc,0.994
5ª,0,107,370000,4,1,La Sagrada Família,0.828
2ª,0,96,370000,4,0,Sant Antoni,0.364
2ª,0,87,370000,3,0,Nova Esquerra de l'Eixample,0.254
Atico,0,180,595000,3,0,Nova Esquerra de l'Eixample,0.456
Entreplanta,0,95,430000,4,0,Sant Antoni,0.388
5ª,0,134,535000,4,0,Nova Esquerra de l'Eixample,0.756
Entreplanta,0,130,570000,4,0,Antiga Esquerra de l'Eixample,0.35
6ª,0,80,415000,4,0,Nova Esquerra de l'Eixample,0.406
6ª,1,102,420000,1,0,El Fort Pienc,0.328
4ª,0,85,410000,2,0,Antiga Esquerra de l'Eixample,0.646
2ª,0,84,450000,3,0,Nova Esquerra de l'Eixample,0.11
Casa,0,197,565000,8,1,Nova Esquerra de l'Eixample,0.792
6ª,0,78,450000,3,0,El Fort Pienc,0.218
1ª,0,93,430000,4,0,El Fort Pienc,0.25
1ª,0,81,550000,2,0,Dreta de l'Eixample,0.266
Casa,0,75,396500,3,0,Dreta de l'Eixample,0.474
Casa,0,92,485000,3,0,Dreta de l'Eixample,0.154
2ª,0,111,430000,4,0,Nova Esquerra de l'Eixample,0.364
2ª,0,129,517000,4,0,La Sagrada Família,0.414
2ª,0,98,439000,4,0,Dreta de l'Eixample,0.162
6ª,1,100,440000,2,1,Nova Esquerra de l'Eixample,0.67
4ª,0,68,385000,3,1,La Sagrada Família,0.822
4ª,0,94,420000,3,0,Nova Esquerra de l'Eixample,0.196
1ª,0,88,380000,2,0,Nova Esquerra de l'Eixample,0.238
2ª,0,62,373000,2,0,Sant Antoni,0.194
2ª,0,126,690000,3,0,Antiga Esquerra de l'Eixample,0.306
1ª,0,99,525000,2,0,El Fort Pienc,0.204
3ª,0,68,595000,2,0,Sant Antoni,0.118
2ª,0,135,409000,4,0,El Fort Pienc,0.496
Atico,0,135,530000,5,0,Sant Antoni,0.47
4ª,0,103,629000,3,0,Nova Esquerra de l'Eixample,0.014
2ª,0,79,440000,2,0,Nova Esquerra de l'Eixample,0.084
4ª,0,150,560000,4,0,Sant Antoni,0.416
5ª,0,90,395000,4,1,Antiga Esquerra de l'Eixample,0.8
Atico,0,57,395000,2,0,Sant Antoni,0.278
3ª,0,54,235000,2,1,El Raval,0.716
Atico,1,290,3350000,4,0,El Gòtic,0.118
5ª,0,60,270000,3,0,La Barceloneta,0.526
Bajo,0,74,259000,2,1,Sant Pere,1
3ª,0,220,770000,3,0,Sant Pere,0.058
4ª,0,94,345000,2,0,Sant Pere,0.338
Casa,0,72,790000,1,0,El Gòtic,0.058
1ª,0,220,849000,7,0,El Raval,0.31
3ª,0,64,237000,2,0,El Raval,0.19
Entreplanta,0,59,160000,3,1,Sant Pere,0.858
3ª,0,165,721000,4,0,El Gòtic,0.088
4ª,0,77,299000,3,0,El Gòtic,0.606
3ª,0,36,178000,2,0,El Raval,0.1
Entreplanta,0,92,295000,5,0,El Raval,0.302
1ª,0,61,378000,3,0,Sant Pere,0.196
5ª,0,28,340000,1,0,Sant Pere,0.188
2ª,0,51,250000,1,0,El Raval,0.236
1ª,0,82,460000,2,0,Sant Pere,0.322
2ª,0,40,170000,2,1,El Raval,0.604
3ª,0,176,815000,3,0,El Gòtic,0.084
2ª,0,95,240000,3,0,El Raval,0.32
Casa,0,230,810000,5,1,El Gòtic,0.784
3ª,0,106,1000000,2,0,El Gòtic,0.062
3ª,0,50,158000,3,0,El Raval,0.364
1ª,0,89,250000,4,1,El Raval,0.87
2ª,0,98,279000,2,0,El Raval,0.534
3ª,0,60,239000,2,0,El Raval,0.096
1ª,0,104,530000,3,1,Sant Pere,0.752
2ª,0,112,385000,4,0,El Raval,0.298
2ª,0,117,495000,3,1,El Raval,0.648
1ª,0,79,299000,3,0,La Barceloneta,0.464
5ª,0,92,510000,2,0,El Raval,0.136
5ª,0,93,510000,2,0,El Raval,0.13
2ª,0,129,475000,6,0,El Raval,0.282
4ª,0,84,378000,3,0,La Barceloneta,0.312
2ª,0,72,379000,2,0,El Gòtic,0.452
2ª,0,189,1750000,2,0,El Raval,0.16
Casa,0,47,170500,1,0,El Raval,0.352
1ª,0,68,368000,3,0,Sant Pere,0.216
6ª,0,200,1100000,2,0,El Gòtic,0.248
3ª,0,98,510000,2,0,El Raval,0.116
2ª,0,60,220000,2,0,El Gòtic,0.216
2ª,0,56,279000,2,0,Sant Pere,0.228
Bajo,0,65,307000,2,0,El Gòtic,0.428
4ª,0,70,325000,2,0,Sant Pere,0.532
Entreplanta,0,75,390000,2,0,El Raval,0.208
3ª,0,60,400000,1,0,Sant Pere,0.26
5ª,0,120,350000,3,0,El Gòtic,0.414
3ª,0,60,255000,3,0,El Raval,0.3
Casa,0,47,170500,1,0,El Raval,0.352
3ª,0,55,186500,3,0,El Raval,0.414
4ª,0,68,379000,2,0,El Gòtic,0.592
Casa,0,65,359000,2,0,Sant Pere,0.316
Bajo,0,74,267000,2,0,Sant Pere,0.58
1ª,0,98,398000,1,0,Sant Pere,0.25
Bajo,0,74,267000,2,0,Sant Pere,0.58
3ª,0,43,165000,3,0,El Raval,0.262
1ª,0,105,500000,3,0,Sant Pere,0.466
Casa,0,129,1600000,2,0,Sant Pere,0.028
1ª,0,66,280000,2,0,El Raval,0.484
4ª,0,73,345000,2,0,El Poble Sec,0.448
Bajo,0,72,270000,3,0,El Poble Sec,0.362
Casa,0,154,495000,3,0,El Poble Sec,0.148
7ª,0,154,495000,3,0,El Poble Sec,0.122
3ª,0,60,239000,2,0,El Poble Sec,0.33
3ª,0,78,218000,3,0,Sants,0.052
3ª,0,78,218000,3,0,Sants,0.052
6ª,0,76,360000,3,1,El Poble Sec,0.846
5ª,0,50,278000,2,0,Sants,0.306
6ª,0,75,367000,3,0,El Poble Sec,0.654
4ª,0,50,360000,2,0,El Poble Sec,0.424
6ª,0,69,360000,3,1,El Poble Sec,0.856
1ª,1,175,435000,3,0,El Poble Sec,0.172
6ª,0,80,300000,2,0,El Poble Sec,0.404
2ª,1,72,425000,2,0,El Poble Sec,0.146
2ª,0,62,220000,2,0,El Poble Sec,0.458
Bajo,0,88,180000,3,0,Sants,0.512
1ª,0,80,265000,2,0,El Poble Sec,0.414
4ª,1,71,435000,2,0,El Poble Sec,0.062
3ª,1,71,430000,2,0,El Poble Sec,0.018
1ª,0,75,445000,2,0,El Poble Sec,0.008
1ª,0,79,445000,2,0,El Poble Sec,0.02
3ª,0,90,469000,3,0,El Poble Sec,0.242
2ª,0,78,360000,2,0,Sants,0.376
4ª,0,54,229000,2,0,El Poble Sec,0.176
2ª,0,101,365000,3,0,El Poble Sec,0.524
Entreplanta,0,86,309000,4,0,Sants,0.5
5ª,1,106,418000,3,0,El Poble Sec,0.388
6ª,1,141,480000,3,0,El Poble Sec,0.086
1ª,0,212,280000,2,1,El Poble Sec,0.732
3ª,0,60,178500,3,0,El Clot,0.452
2ª,0,94,390000,3,0,El Poblenou,0.258
2ª,1,106,750000,1,0,Diagonal Mar,0.156
3ª,0,75,185000,3,0,El Poblenou,0.362
Bajo,0,47,132500,3,0,El Clot,0.384
3ª,0,50,195000,1,0,El Poblenou,0.356
1ª,0,98,320000,4,0,Camp de l'Arpa,0.256
7ª,0,72,206000,3,0,El Poblenou,0.298
4ª,0,55,275000,2,0,El Poblenou,0.272
Casa,0,67,204000,1,0,Camp de l'Arpa,0.61
Casa,0,95,310000,2,0,Camp de l'Arpa,0.474
Bajo,0,90,210000,3,1,El Poblenou,0.962
7ª,1,127,450000,4,0,El Poblenou,0.354
3ª,0,83,257000,3,0,El Clot,0.67
Entreplanta,0,83,273000,4,1,El Clot,0.81
1ª,0,84,279000,3,1,El Clot,0.868
3ª,0,55,275000,2,0,El Poblenou,0.072
3ª,0,66,260000,2,1,Camp de l'Arpa,1
Casa,0,205,595000,3,0,Camp de l'Arpa,0.398
3ª,0,61,260000,3,0,El Poblenou,0.28
Atico,0,80,252000,3,0,El Clot,0.542
Casa,1,62,450000,2,0,El Poblenou,0.132
4ª,0,66,260000,2,1,Camp de l'Arpa,0.978
3ª,0,66,260000,2,1,Camp de l'Arpa,1
3ª,0,55,275000,2,0,El Poblenou,0.072
Bajo,0,85,244000,2,0,El Clot,0.7
5ª,1,124,690000,3,0,Diagonal Mar,0.252
3ª,0,66,270000,2,0,Camp de l'Arpa,0.772
6ª,1,131,1980000,4,0,Diagonal Mar,0.254
3ª,1,108,449000,3,0,Camp de l'Arpa,0.39
5ª,0,68,278000,3,0,El Poblenou,0.56
Atico,0,72,260000,3,0,El Poblenou,0.266
1ª,0,57,205000,2,0,El Poblenou,0.286
Bajo,0,67,200000,2,0,El Poblenou,0.53
6ª,0,93,249900,3,1,El Clot,0.88
3ª,0,70,400000,3,0,El Clot,0.472
1ª,0,101,390000,4,0,El Poblenou,0.29
2ª,0,94,415000,3,0,El Poblenou,0.306
1ª,0,110,370000,4,1,El Poblenou,0.636
7ª,0,126,765000,3,0,Camp de l'Arpa,0.624
2ª,1,112,850000,3,0,El Poblenou,0.13
3ª,0,196,835000,4,0,El Poblenou,0.152
1ª,0,80,235000,3,1,El Clot,0.95
2ª,0,60,155000,2,0,El Clot,0.502
2ª,0,78,106240,3,0,El Poblenou,0.43
1ª,1,126,620000,3,0,El Poblenou,0.208
Atico,0,93,250000,3,1,El Clot,0.972
1ª,0,56,205000,2,0,El Poblenou,0.296
1ª,0,68,199500,3,0,El Poblenou,0.46
1ª,0,57,214500,2,0,El Poblenou,0.234
1ª,0,190,695000,4,0,El Poblenou,0.268
4ª,1,100,465000,3,0,El Clot,0.168
1ª,0,75,340000,3,0,El Poblenou,0.266
Atico,0,93,260000,3,0,El Clot,0.67
5ª,1,102,595000,4,0,Diagonal Mar,0.29
1ª,0,55,212000,2,0,El Poblenou,0.264
Entreplanta,0,99,315000,3,0,El Poblenou,0.474
1ª,0,50,210000,2,0,El Poblenou,0.356
2ª,0,63,230000,3,0,El Poblenou,0.204
Atico,0,82,265000,3,0,El Clot,0.468
2ª,1,197,850000,3,0,El Putxet,0.288
3ª,1,164,910000,4,0,Sant Gervasi,0.656
2ª,1,95,740000,1,0,El Putxet,0.182
Casa,0,133,899000,3,0,El Putxet,0.274
Entreplanta,1,160,778000,4,0,Sant Gervasi,0.338
3ª,1,151,1135000,3,0,Sarrià,0.396
2ª,1,248,980000,4,0,El Putxet,0.102
4ª,0,84,984000,2,0,Sarrià,0.162
Bajo,0,76,450000,2,0,Sant Gervasi,0.268
Entreplanta,0,82,380000,3,0,El Putxet,0.402
Casa,0,126,385000,3,0,Sarrià,0.486
Bajo,0,72,229000,3,0,Sarrià,0.434
1ª,1,222,1380000,4,0,Sant Gervasi,0.186
7ª,0,191,975000,5,0,Sant Gervasi,0.564
Bajo,0,75,450000,2,0,Sant Gervasi,0.27
4ª,1,167,825000,5,0,Sarrià,0.404
1ª,1,471,4000000,6,0,Sant Gervasi,0.18
1ª,1,200,1380000,4,0,Sant Gervasi,0.152
6ª,0,178,1090000,3,0,Sant Gervasi,0.356
3ª,0,132,880000,4,0,Sant Gervasi,0.634
5ª,0,138,982500,3,0,Sant Gervasi,0.338
6ª,0,86,688000,2,0,Sant Gervasi,0.342
Casa,1,279,1439000,5,1,Sarrià,0.956
5ª,1,180,1100000,4,0,Sant Gervasi,0.286
2ª,0,100,650000,3,0,Sant Gervasi,0.404
1ª,1,74,319000,2,0,El Putxet,0.316
1ª,0,217,1850000,2,0,Sant Gervasi,0.088
1ª,0,180,649000,6,0,Sant Gervasi,0.278
Casa,1,511,2100000,5,0,Sarrià,0.068
1ª,1,224,1200000,4,0,Sant Gervasi,0.118
2ª,1,248,980000,5,0,El Putxet,0.11
1ª,1,136,745000,3,0,Sant Gervasi,0.404
Casa,0,224,937700,7,0,Sant Gervasi,0.268
4ª,0,151,840000,3,0,Sant Gervasi,0.594
4ª,1,177,850000,5,0,Sant Gervasi,0.208
6ª,0,198,945000,5,0,Sant Gervasi,0.8
1ª,0,224,937700,7,0,Sant Gervasi,0.4
4ª,0,175,1330000,3,0,Sant Gervasi,0.256
3ª,0,84,395000,2,0,Sarrià,0.466
2ª,0,179,1100000,4,1,Sant Gervasi,0.908
1ª,0,55,370000,2,0,Sant Gervasi,0.404
Casa,1,250,1250000,4,0,Sant Gervasi,0.026
2ª,0,132,740000,3,0,El Putxet,0.19
1ª,0,121,729000,3,0,Sant Gervasi,0.414
Casa,0,253,1000000,3,0,Sarrià,0.316
1ª,0,118,485000,3,0,Sant Gervasi,0.246
Casa,0,250,2200000,2,0,Sarrià,0.126
3ª,0,140,730000,4,0,Sant Gervasi,0.27
1ª,0,190,1180000,5,0,Sant Gervasi,0.472
2ª,0,62,365000,2,1,Sant Gervasi,0.968
3ª,0,71,375000,2,0,Sant Gervasi,0.202
